query,hierarchy_data
Prepaid Cards - Issuance Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Prepaid Cards - Issuance Fees""],""level_6"":[""Prepaid Cards - Issuance Fees""]}}"
Prepaid Cards - Mgt Charges,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Prepaid Cards - Mgt Charges""],""level_6"":[""Prepaid Cards - Mgt Charges""]}}"
Prepaid Cards - Transaction Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Prepaid Cards - Transaction Fees""],""level_6"":[""Prepaid Cards - Transaction Fees""]}}"
Prepaid Cards - Visa Gateway Charges,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Prepaid Cards - Visa Gateway Charges""],""level_6"":[""Prepaid Cards - Visa Gateway Charges""]}}"
Prepaid Cards Income,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Other Income""],""level_5"":[""Prepaid Cards""],""level_6"":[""Prepaid Cards Income""]}}"
Prepaid Operating Lease,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Prepaid Operating Lease""]}}"
Prepaid Operating Lease Rentals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Prepaid Operating Lease""],""level_6"":[""Prepaid Operating Lease Rentals""]}}"
Prepaid Opr Lease Rentals - Accum Amort,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Prepaid Operating Lease""],""level_6"":[""Prepaid Opr Lease Rentals - Accum Amort""]}}"
Prepaid Opr Lease Rentals - Comp Amort,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Prepaid Operating Lease""],""level_6"":[""Prepaid Opr Lease Rentals - Comp Amort""]}}"
Prepayment,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""]}}"
Prepayments - Banking Licence,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Banking Licence""]}}"
Prepayments - Deposit Protection Fund,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Deposit Protection Fund""]}}"
Prepayments - Group Life Insurance,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Group Life Insurance""]}}"
Prepayments - Group Personal Accident,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Group Personal Accident""]}}"
Prepayments - Insurance,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Insurance""]}}"
Prepayments - Leased assets,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Leased assets""]}}"
Prepayments - Medical Outpatient Insurance,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Medical Outpatient Insurance""]}}"
Prepayments - Mobile Banking,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Mobile Banking""]}}"
Prepayments - Mobile Top-ups,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Mobile Top-ups""]}}"
Prepayments - Other expenses,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Other expenses""]}}"
Prepayments - Rent,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Prepayments - Rent""]}}"
Printing And Stationery,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Printing And Stationery""],""level_6"":[""Printing And Stationery""]}}"
Printing&Stationery-Chq Books,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Printing&Stationery-Chq Books""],""level_6"":[""Printing&Stationery-Chq Books""]}}"
Private Bank,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Deposits from Banks""],""level_4"":[""Bank Deposit""],""level_5"":[""Private Bank""]}}"
Prm Payable,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interbank""],""level_4"":[""Prm Payable""]}}"
Prm Payable - Cross Currency Swap,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interbank""],""level_4"":[""Prm Payable""],""level_5"":[""Cross Currency Swaps""],""level_6"":[""Prm Payable - Cross Currency Swap""]}}"
Prm Payable - Cross Currency Swap (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interest Payable""],""level_4"":[""Prm Payable""],""level_5"":[""Cross Currency Swap""],""level_6"":[""Prm Payable - Cross Currency Swap (FCY)""]}}"
Prm Payable - Cross Currency Swap (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interest Payable""],""level_4"":[""Prm Payable""],""level_5"":[""Cross Currency Swap""],""level_6"":[""Prm Payable - Cross Currency Swap (LCY)""]}}"
Prm Payable - Funding Swap Liabilites,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interbank""],""level_4"":[""Prm Payable""],""level_5"":[""Funding Swaps""],""level_6"":[""Prm Payable - Funding Swap Liabilites""]}}"
Prm Payable - Interest Rate Swap L,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interbank""],""level_4"":[""Prm Payable""],""level_5"":[""Interest Rate Swaps""],""level_6"":[""Prm Payable - Interest Rate Swap L""]}}"
Prm Payable - Interest Rate Swap L (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interest Payable""],""level_4"":[""Prm Payable""],""level_5"":[""Interest Rate Swap L""],""level_6"":[""Prm Payable - Interest Rate Swap L (FCY)""]}}"
Prm Payable - Interest Rate Swap L (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interest Payable""],""level_4"":[""Prm Payable""],""level_5"":[""Interest Rate Swap L""],""level_6"":[""Prm Payable - Interest Rate Swap L (LCY)""]}}"
Prm Recble - Cross Currency Swap A ,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""],""level_5"":[""Cross Currency Swap Assets""],""level_6"":[""Prm Recble - Cross Currency Swap A""]}}"
Prm Recble - Interest Rate Swap A ,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""],""level_5"":[""Interest Rate Swap Assets""],""level_6"":[""Prm Recble - Interest Rate Swap A""]}}"
Prm Receivable,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""]}}"
Prm Receivable - Cross Currency Swap,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""],""level_5"":[""Cross Currency Swaps""],""level_6"":[""Prm Receivable - Cross Currency Swap""]}}"
Prm Receivable - Funding Swap Assets,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""],""level_5"":[""Funding Swaps""],""level_6"":[""Prm Receivable - Funding Swap Assets""]}}"
Prm Receivable - Interest Rate Swap,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Prm Receivable""],""level_5"":[""Interest Rate Swaps""],""level_6"":[""Prm Receivable - Interest Rate Swap""]}}"
Product - Commitment Fees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Commitment Fees""],""level_5"":[""Product""],""level_6"":[""Product - Commitment Fees""]}}"
Product - Commitment Product - Reversals,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Commitment  Reversals""],""level_5"":[""Product""],""level_6"":[""Product - Commitment Product - Reversals""]}}"
Product - Loan Fees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Loan Fees""],""level_5"":[""Product""],""level_6"":[""Product - Loan Fees""]}}"
Product - Mortgage Processing fees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Mortgage Processing fees""],""level_5"":[""Product ""],""level_6"":[""Product - Mortgage Processing fees""]}}"
Product - Option Fees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Option Fees""],""level_5"":[""Product""],""level_6"":[""Product - Option Fees""]}}"
Professional Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Professional Fees""],""level_6"":[""Professional Fees""]}}"
Profit & Loss (Current Year),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Profit & Loss""],""level_5"":[""Current Year""],""level_6"":[""Profit & Loss (Current Year)""]}}"
Profit & Loss (Prior Year),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Profit & Loss""],""level_5"":[""Prior Year""],""level_6"":[""Profit & Loss (Prior Year)""]}}"
Profit Receivable-Islamic Finance (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Interest Receivable""],""level_5"":[""Islamic Finance""],""level_6"":[""Islamic Finance (FCY)""]}}"
Profit Receivable-Islamic Finance (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Interest Receivable""],""level_5"":[""Islamic Finance""],""level_6"":[""Islamic Finance (LCY)""]}}"
Promotions,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Promotions""],""level_6"":[""Promotions""]}}"
Proposed Dividend,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Proposed Dividend""],""level_5"":[""Proposed Dividend""],""level_6"":[""Proposed Dividend""]}}"
Proposed Rights,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Equity""],""level_5"":[""Proposed Rights""],""level_6"":[""Proposed Rights""]}}"
Provision,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liabilities""],""level_4"":[""Provision""]}}"
Provision - Advances,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""General""],""level_5"":[""Advances""],""level_6"":[""Provision - Advances""]}}"
Provision - Card,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Card""],""level_6"":[""Provision - Card""]}}"
Provision - Deals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Deals""],""level_6"":[""Provision - Deals""]}}"
Provision - Loans,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""General""],""level_5"":[""Loans""],""level_6"":[""Provision - Loans""]}}"
Provision - Other Lending Products,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Other Lending""],""level_6"":[""Provision - Other Lending Products""]}}"
Provision - Overdrafts,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Overdarft""],""level_6"":[""Provision - Overdrafts""]}}"
Proxy,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Proxy Accounts""],""level_6"":[""Proxy""]}}"
Proxy Accounts,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Proxy Accounts""]}}"
Public Securities,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Securities""],""level_4"":[""Public Securities""],""level_5"":[""Public Securities""]}}"
Range Accrual Borrowings,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Range Accrual Borrowings""]}}"
Range Accrual Borrowings  Kenya,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Range Accrual Borrowings  Kenya""]}}"
Range Accrual Borrowings  Kenya (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Range Accrual Borrowings  Kenya""],""level_6"":[""Range Accrual Borrowings  Kenya (FCY)""]}}"
Range Accrual Borrowings  Kenya (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Range Accrual Borrowings  Kenya""],""level_6"":[""Range Accrual Borrowings  Kenya (LCY)""]}}"
Range Accrual Borrowings Abroad,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Range Accrual Borrowings""],""level_5"":[""Range Accrual Borrowings Abroad""]}}"
Range Accrual Borrowings Abroad (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowings Abroad""],""level_5"":[""Range Accrual Borrowings Abroad""],""level_6"":[""Range Accrual Borrowings Abroad (FCY)""]}}"
Range Accrual Borrowings Abroad (LCY),"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Range Accrual Borrowings""],""level_5"":[""Range Accrual Borrowings Abroad""],""level_6"":[""Range Accrual Borrowings Abroad (LCY)""]}}"
Range Accrual Borrowings Kenya (LCY),"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Range Accrual Borrowings""],""level_5"":[""Range Accrual Borrowings  Kenya""],""level_6"":[""Range Accrual Borrowings Kenya (LCY)""]}}"
Range Accrual Placements  Kenya,"{""placement"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Interbank Placements""],""level_4"":[""Placements""],""level_5"":[""Range Accrual Placements""],""level_6"":[""Range Accrual Placements  Kenya""]}}"
Range Accrual Placements Abroad,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Range Accrual Placements Abroad""]}}"
Receivable,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Receivable""],""level_6"":[""Receivable""]}}"
Receivable,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Receivable""]}}"
Receivable Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Receivable""],""level_6"":[""Receivable Account""]}}"
Recruitment Costs,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Recruitment Costs""]}}"
Regulatory Reserve with Central Banks,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash Equivalents""],""level_4"":[""Cash Equivalents""],""level_5"":[""Account with Central Bank""],""level_6"":[""Regulatory Reserve with Central Banks""]}}"
Rent Premises,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Rent Premises""]}}"
Rep & Maint-Building,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Rep & Maint-Building""]}}"
Rep And Maint-Motor Vehicles,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Rep And Maint-Motor Vehicles""],""level_6"":[""Rep And Maint-Motor Vehicles""]}}"
Rep And Maint-Others,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Rep And Maint-Others""],""level_6"":[""Rep And Maint-Others""]}}"
Repairs & Maintenance,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Repairs & Maintenance""],""level_6"":[""Repairs & Maintenance""]}}"
Repo Deal,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""],""level_5"":[""Repo Deal""]}}"
Reuters Charges,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Reuters Charges""],""level_6"":[""Reuters Charges""]}}"
Revaluation Profit/Loss Fx,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Revaluation Profit/Loss""],""level_4"":[""Revaluation Profit/Loss""],""level_5"":[""Fx""],""level_6"":[""Revaluation Profit/Loss Fx""]}}"
Revaluation Reserve - AFS,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Reserve - AFS""],""level_5"":[""Reserve - AFS""],""level_6"":[""Revaluation Reserve - AFS""]}}"
Revaluation Reserve - Fixed Assets,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Fixed Assets""],""level_5"":[""Fixed Assets""],""level_6"":[""Revaluation Reserve - Fixed Assets""]}}"
Revaluation Reserves,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Revaluation Reserves""],""level_5"":[""Revaluation Reserves""],""level_6"":[""Revaluation Reserves""]}}"
Revenue,"{""revenue"": {""level_1"": [""Assets"", ""Income""], ""level_2"": [""Funded Assets"", ""Non Funded Income"", ""Other Income""]}}"
Revenue Reserves,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Revenue Reserves""],""level_5"":[""Revenue Reserves""],""level_6"":[""Revenue Reserves""]}}"
Reverse Repo,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""]}}"
Reverse Repo with Banks,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""],""level_5"":[""Repo Deal""],""level_6"":[""Reverse Repo with Banks""]}}"
Saving Deposits of Private Bank,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Deposits from Banks""],""level_4"":[""Bank Deposit""],""level_5"":[""Private Bank ""],""level_6"":[""Saving Deposits of Private Bank""]}}"
Savings Account,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Savings Account""],""level_5"":[""Savings Account""]}}"
Savings Accounts (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Savings Account""],""level_5"":[""Savings Account""],""level_6"":[""Savings Accounts (FCY)""]}}"
Savings Accounts (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Savings Account""],""level_5"":[""Savings Account""],""level_6"":[""Savings Accounts (LCY)""]}}"
Secretarial Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Secretarial Fees""],""level_6"":[""Secretarial Fees""]}}"
Security Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Security Expenses""]}}"
Share Application Funds,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Equity""],""level_5"":[""Share Application Funds""],""level_6"":[""Share Application Funds""]}}"
Share Capital,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Equity""],""level_5"":[""Share Capital""],""level_6"":[""Share Capital""]}}"
Share Premium,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Equity""],""level_5"":[""Share Premium""],""level_6"":[""Share Premium""]}}"
Share Subscription,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Investment Securities""],""level_4"":[""Share Subscription""],""level_5"":[""Share Subscription""]}}"
Short Term Borrowing,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowings Abroad""],""level_5"":[""Short Term Borrowing""],""level_6"":[""Short Term Borrowing""]}}"
Short Term Loans,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Term Loan""],""level_6"":[""Short Term Loans""]}}"
SME Finance,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""SME Finance""],""level_6"":[""SME Finance""]}}"
Software,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Software""]}}"
Software - Accum Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Software""],""level_6"":[""Software - Accum Dep""]}}"
Software - Comp Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Software""],""level_6"":[""Software - Comp Dep""]}}"
Software - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Software""],""level_6"":[""Software - Cost""]}}"
Specific,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""]}}"
Spots (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Spots""],""level_6"":[""Spots (FCY)""]}}"
Spots (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Spots""],""level_6"":[""Spots (LCY)""]}}"
Staff Basic Pay,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Basic Pay""]}}"
Staff Club Memberships,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Club Memberships""]}}"
Staff Cooking Gas,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Cooking Gas""]}}"
Staff Electricity,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Electricity""]}}"
